Flight Time(sec),Gyro xb(°/s),Gyro yb(°/s),Gyro zb(°/s),Acc xb(m/s²),Acc yb(m/s²),Acc zb(m/s²),Acc xb backup(m/s²),Acc yb backup(m/s²),Acc zb backup(m/s²),TVC Y+°,TVC Z+°,TVC Y+ N⋅m,TVC Z+ N⋅m,Roll Wheel Val,Pressure Pa,,,Temp C°
10.081,-103.93,-113.67,-38.3,-1.39,2.36,-5.53,-2.1,3.19,-5.49,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.101,-111.87,-113.04,-44.74,-1.39,2.36,-5.53,-1.67,2.82,-5.29,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.121,-118.49,-110.86,-50.55,-1.23,2.19,-5.84,-1.5,3.93,-5.1,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.141,-118.49,-110.86,-50.55,-1.37,2.7,-6.08,-1.62,3.38,-5.3,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.161,-126.18,-107.67,-54.92,-1.37,2.7,-6.08,-1.26,2.26,-6.47,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.181,-126.18,-107.67,-54.92,-1.27,3.44,-5.44,-1.34,3.53,-6.2,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.201,-126.18,-107.67,-54.92,-0.97,3.16,-5.92,-1.52,3.75,-5.42,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.221,-134.05,-98.29,-59.74,-0.97,3.16,-5.92,-1.4,3.36,-5.75,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.241,-130.37,-88.86,-63.17,-1.01,3.31,-5.62,-0.66,4.44,-3.69,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.261,-130.37,-88.86,-63.17,-0.9,4.44,-3.42,-1.04,4.11,-4.7,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.281,-113.81,-79.36,-61.05,-0.9,4.44,-3.42,-1.06,3.51,-4.8,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.301,-96.12,-74.98,-58.17,-0.91,3.46,-4.48,-0.89,3.13,-5.09,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.321,-96.12,-74.98,-58.17,-0.85,2.82,-4.78,-0.7,4.45,-3.66,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.341,-75.62,-70.11,-55.92,-0.85,2.82,-4.78,-0.21,2.98,-4.72,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.361,-56.93,-68.23,-52.55,-0.76,3.41,-4.12,-0.68,5.55,-1.53,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.381,-56.93,-68.23,-52.55,-0.88,4.67,-2.63,-1.06,3.62,-3.79,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.401,-44.06,-64.54,-51.55,-0.88,4.67,-2.63,-0.91,4.38,-2.89,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.421,-31.24,-64.42,-46.74,-0.81,4.03,-3.01,-0.74,2.61,-3.81,0,0,-0.0401,-0.0987,-5.87,97838,133.007158827831,147.112741335531,51.09
10.441,-31.24,-64.42,-46.74,-0.81,4.03,-3.01,-1.16,2.88,-3.78,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.461,-31.24,-64.42,-46.74,-0.81,4.03,-3.01,-1.17,2.81,-2.89,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.481,0.38,-63.29,-42.17,-0.79,2.84,-3.37,-1,3.09,-2.91,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.501,0.38,-63.29,-42.17,-0.83,3.12,-3.01,-0.82,2.97,-2.93,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.521,26.63,-60.17,-41.05,-0.83,3.12,-3.01,-0.74,2.8,-2.37,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.541,48.07,-58.11,-40.74,-0.91,2.63,-2.72,-0.49,3.16,-2.39,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.561,48.07,-58.11,-40.74,-0.85,2.47,-2.65,-0.86,2.59,-1.84,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.581,64.13,-57.04,-39.92,-0.85,2.47,-2.65,-0.91,2.58,-2.2,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.601,78.01,-56.42,-38.36,-0.9,2.2,-2.45,-1.51,1.71,-1.83,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.621,78.01,-56.42,-38.36,-0.79,1.96,-2,-1.38,2.38,-1.02,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.641,94.01,-57.42,-35.86,-0.79,1.96,-2,-1.03,2.34,-1.82,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.661,106.76,-58.42,-33.67,-0.8,1.72,-1.57,-0.97,1.9,-1.57,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.681,106.76,-58.42,-33.67,-0.85,1.49,-1.71,-1.27,1.31,-1.8,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.701,113.38,-58.98,-32.67,-0.85,1.49,-1.71,-0.95,1.06,-1.61,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.721,146.2,-60.92,-25.42,-1,1.27,-1.63,-0.98,1.08,-1.57,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.741,146.2,-60.92,-25.42,-0.95,0.81,-1.59,-0.72,0.89,-1.66,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.761,163.7,-61.17,-20.11,-0.95,0.81,-1.59,-0.83,0.86,-1.55,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.781,174.57,-60.73,-15.05,-0.89,0.86,-1.51,-1.13,0.96,-1.11,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.801,174.57,-60.73,-15.05,-0.97,0.64,-1.17,-0.97,0.81,-1.23,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.821,179.51,-60.29,-9.11,-0.97,0.64,-1.17,-0.91,0.74,-1.32,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.841,180.26,-59.29,-3.55,-0.95,0.47,-1.3,-0.95,1.3,-0.73,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.861,180.26,-59.29,-3.55,-0.81,0.45,-1.19,-0.83,0.66,-0.79,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.881,179.13,-58.11,1.95,-0.81,0.45,-1.19,-1.11,1.01,-1.14,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.901,176.07,-56.42,9.2,-0.9,0.39,-1.09,-1.28,0.99,-1.02,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.921,176.07,-56.42,9.2,-0.98,0.3,-1.26,-1.21,0.54,-1.19,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.941,175.26,-55.17,12.83,-0.98,0.3,-1.26,-1.08,0.86,-0.95,0,0,-0.0401,-0.0987,-5.87,97935,124.479291344037,137.536114269502,50.75
10.961,176.38,-53.11,20.01,-0.98,0.3,-1.26,-1.24,0.77,-0.92,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
10.981,176.38,-53.11,20.01,-0.93,0.11,-0.79,-1.26,0.6,-0.5,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.001,177.7,-51.29,23.14,-0.93,0.11,-0.79,-0.96,0.82,-0.76,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.021,181.76,-47.54,29.7,-1.03,0.44,-0.44,-0.77,0.56,-0.41,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.041,181.76,-47.54,29.7,-0.94,0.33,-0.63,-1.48,1.4,0,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.061,184.95,-44.29,33.39,-0.94,0.33,-0.63,-0.66,-0.26,-0.93,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.081,189.38,-40.67,37.83,-1.06,0.37,-0.72,-1.69,0.66,-0.45,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.101,189.38,-40.67,37.83,-1.02,0.27,-0.81,-1.03,0.75,-0.74,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.121,193.51,-36.48,41.2,-1.02,0.27,-0.81,-1.93,0.9,-0.8,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.141,198.88,-32.17,44.33,-1.13,0.39,-0.69,-1.04,0.67,-0.6,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.161,198.88,-32.17,44.33,-1.06,0.79,-0.87,-1.18,0.36,-1.2,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.181,203.88,-27.48,47.08,-1.06,0.79,-0.87,-1.19,0.74,-1.08,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.201,203.88,-27.48,47.08,-1.09,0.5,-0.77,-1.14,1.05,-0.96,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.221,203.88,-27.48,47.08,-1.07,0.67,-1.02,-1.16,0.63,-0.99,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.241,212.82,-18.98,50.76,-1.07,0.67,-1.02,-1.65,1.03,-1.03,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.261,218.76,-13.11,51.76,-1.07,0.52,-1.04,-1.37,1.01,-1.37,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.281,218.76,-13.11,51.76,-1.18,0.6,-1.46,-1.13,1.63,-1.66,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.301,223.76,-5.36,51.89,-1.18,0.6,-1.46,-0.73,1.57,-1.66,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.321,224.76,-1.42,51.64,-1.13,0.7,-1.77,-1.61,1.28,-1.65,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.341,224.76,-1.42,51.64,-1.1,0.61,-1.99,-1.12,1.54,-2.08,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.361,224.26,4.39,50.76,-1.1,0.61,-1.99,-1.46,0.99,-2.11,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.381,221.95,10.14,48.83,-1.2,0.48,-2.03,-1.05,1.39,-2.45,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.401,221.95,10.14,48.83,-1.13,0.83,-2.36,-1.64,1.36,-2.71,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.421,217.76,15.46,45.58,-1.13,0.83,-2.36,-1.36,1.25,-2.53,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.441,214.2,18.64,44.01,-1.24,0.92,-2.73,-1.54,1.47,-2.92,0,0,-0.0401,-0.0987,-5.87,98027,116.400289081455,128.284109016671,49.93
11.461,214.2,18.64,44.01,-1.33,1.05,-3.15,-1.5,1.22,-3.41,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.481,201.07,24.33,39.39,-1.33,1.05,-3.15,-1.86,1.66,-3.27,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.501,185.13,27.77,35.58,-1.31,1.27,-3.45,-1.54,2.64,-3.02,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.521,185.13,27.77,35.58,-1.32,1.44,-3.88,-1.79,1.71,-3.44,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.541,163.32,30.21,30.51,-1.32,1.44,-3.88,-1.62,2.01,-4.08,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.561,139.88,31.64,24.08,-1.23,1.93,-4.62,-1.44,2.53,-4.73,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.581,139.88,31.64,24.08,-1.24,2.28,-4.84,-1.29,2.77,-4.54,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.601,123.07,32.08,17.95,-1.24,2.28,-4.84,-1.74,3.05,-5.14,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.621,105.26,32.71,10.45,-1.42,2.87,-5.22,-1.38,2.74,-5.58,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.641,105.26,32.71,10.45,-1.38,2.61,-5.58,-1.56,3.15,-5.63,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.661,67.13,28.96,13.89,-1.38,2.61,-5.58,-1.3,3.35,-5.96,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.681,30.88,27.46,11.2,-1.48,2.7,-6.27,-1.75,3,-6.38,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.701,30.88,27.46,11.2,-1.48,2.7,-6.27,-1.71,3.34,-6.64,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.721,-12.93,25.27,12.33,-1.48,2.7,-6.27,-2.17,3.11,-6.73,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.741,-38.06,23.52,13.39,-1.5,3.23,-6.65,-1.68,3.72,-6.33,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.761,-38.06,23.52,13.39,-1.54,3.32,-6.87,-1.68,4.17,-6.69,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.781,-77.74,20.71,16.33,-1.54,3.32,-6.87,-1.85,4.42,-6.22,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.801,-127.99,16.83,20.01,-1.53,3.73,-6.66,-1.74,4.53,-6.48,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.821,-127.99,16.83,20.01,-1.62,4.28,-6.32,-1.84,4.88,-6.12,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.841,-150.62,14.46,21.95,-1.62,4.28,-6.32,-2.03,4.87,-5.27,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.861,-179.93,10.77,24.08,-1.63,4.63,-5.98,-1.69,4.92,-5.82,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.881,-179.93,10.77,24.08,-1.56,4.66,-5.88,-1.78,3.96,-6.21,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.901,-195.49,9.46,26.26,-1.56,4.66,-5.88,-1.7,4.14,-5.36,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.921,-209.87,9.52,26.83,-1.43,3.72,-5.92,-1.78,3.3,-4.99,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.941,-209.87,9.52,26.83,-1.48,3.36,-4.95,-1.59,3.86,-5.15,0,0,-0.0401,-0.0987,-5.87,98109,109.207042350184,120.147862495583,49.37
11.961,-212.3,8.46,27.64,-1.48,3.36,-4.95,-2.01,4.21,-4.77,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
11.981,-194.74,10.58,24.51,-1.49,3.94,-4.4,-1.59,4.92,-4.61,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.001,-194.74,10.58,24.51,-1.49,4.35,-4.4,-1.48,5.36,-4.45,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.021,-135.62,12.83,20.08,-1.49,4.35,-4.4,-2.09,5.26,-4.86,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.041,-84.18,15.52,16.08,-1.47,4.77,-4.11,-1.73,5.22,-4.53,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.061,-84.18,15.52,16.08,-1.52,5.29,-3.77,-2.15,5.35,-4.45,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.081,-28.56,18.77,11.45,-1.52,5.29,-3.77,-1.76,5.64,-4.65,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.101,26.32,22.02,6.83,-1.58,5.44,-3.97,-1.64,5.13,-4.64,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.121,26.32,22.02,6.83,-1.57,5.14,-4.55,-1.6,5.64,-4.58,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.141,76.69,25.58,1.58,-1.57,5.14,-4.55,-1.38,5.88,-5.57,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.161,122.01,29.77,-5.74,-1.58,4.91,-5.01,-1.83,5.15,-6.45,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.181,122.01,29.77,-5.74,-1.59,4.71,-6.17,-1.76,4.43,-6.69,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.201,158.57,33.14,-12.74,-1.59,4.71,-6.17,-2.02,5.27,-6.86,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.221,158.57,33.14,-12.74,-1.76,4.49,-5.9,-2.05,5.02,-7.08,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.241,158.57,33.14,-12.74,-1.77,4.78,-7.65,-2.21,5.34,-7.37,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.261,169.38,34.96,-22.55,-1.77,4.78,-7.65,-1.85,5.94,-8.8,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.281,134.82,34.52,-25.42,-1.78,5.69,-8.25,-2.05,7.52,-8.76,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.301,134.82,34.52,-25.42,-1.79,7.37,-8.89,-2.25,7.73,-8.99,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.321,88.38,34.96,-27.11,-1.79,7.37,-8.89,-2,8.09,-9.54,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.341,34.57,32.58,-21.74,-1.82,7.41,-9.53,-2.24,7.16,-9.57,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.361,34.57,32.58,-21.74,-1.92,7.87,-9.74,-2.4,8.06,-9.91,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.381,-5.43,30.52,-20.49,-1.92,7.87,-9.74,-2.23,7.89,-9.09,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.401,-47.93,27.02,-16.42,-2.27,7.49,-9.64,-2.6,7.92,-9.85,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.421,-47.93,27.02,-16.42,-2.16,7.75,-9.53,-2.31,7.82,-9.12,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.441,-66.74,22.46,-18.11,-2.16,7.75,-9.53,-2.13,7.84,-10.12,0,0,-0.0401,-0.0987,-5.87,98196,101.583002717642,111.666456732799,49.1
12.461,-74.18,20.33,-17.86,-1.98,7.95,-9.94,-2.22,8.13,-9.56,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.481,-74.18,20.33,-17.86,-2.02,7.76,-9.32,-2.23,7.76,-9.74,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.501,-94.18,16.33,-19.3,-2.02,7.76,-9.32,-2.33,7.99,-8.33,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.521,-110.87,14.64,-19.36,-1.97,7.9,-9.05,-2.12,7.27,-9.43,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.541,-110.87,14.64,-19.36,-1.84,7.02,-8.98,-2.13,7.07,-8.95,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.561,-131.55,12.64,-19.36,-1.84,7.02,-8.98,-2.15,7.5,-8.67,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.581,-153.8,11.71,-18.99,-1.66,7.27,-9,-2.29,7.14,-8.33,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.601,-153.8,11.71,-18.99,-1.82,6.99,-8.03,-1.93,7.28,-7.53,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.621,-187.43,12.46,-16.8,-1.82,6.99,-8.03,-2,6.35,-7.56,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.641,-223.43,15.21,-11.86,-1.8,5.7,-7.39,-2.06,5.23,-7.46,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.661,-223.43,15.21,-11.86,-1.7,4.67,-7,-2.07,5.43,-6.5,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.681,-251.3,21.96,-6.24,-1.7,4.67,-7,-2.26,4.89,-6.51,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.701,-254.43,24.89,-6.05,-1.69,4.81,-6.81,-1.95,5.97,-7.38,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.721,-254.43,24.89,-6.05,-1.78,4.72,-6.43,-2.1,6.56,-6.39,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.741,-228.43,33.14,-7.17,-1.78,4.72,-6.43,-2.11,6.53,-5.82,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.761,-189.93,40.39,-9.3,-1.96,5.97,-5.42,-2.33,6.87,-5.74,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.781,-189.93,40.39,-9.3,-2,6.77,-4.24,-2.18,7.2,-5.01,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.801,-125.31,47.14,-12.36,-2,6.77,-4.24,-2.34,6.72,-5.85,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.821,-54.43,53.08,-15.99,-2.06,6.94,-5.01,-2.48,7.35,-6.2,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.841,-54.43,53.08,-15.99,-2.08,6.3,-5.46,-2.39,6.8,-6.8,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.861,-8.06,56.77,-19.61,-2.08,6.3,-5.46,-2.52,6.5,-7.63,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.881,56.07,62.96,-26.42,-2.2,6.59,-6.16,-2.64,6.37,-8.12,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.901,56.07,62.96,-26.42,-2.28,5.62,-7.4,-2.93,6.37,-9.4,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.921,123.32,67.64,-38.05,-2.28,5.62,-7.4,-2.69,6.14,-9.3,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.941,130.01,69.08,-46.74,-2.56,5.84,-9,-2.81,7.67,-9.41,0,0,-0.0401,-0.0987,-5.87,98251,96.7673543344358,106.197847284821,48.57
12.961,130.01,69.08,-46.74,-2.77,6.92,-9.18,-3.01,8.18,-10.77,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
12.981,124.26,69.71,-51.11,-2.77,6.92,-9.18,-2.84,9.79,-11.51,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.001,45.82,67.02,-55.99,-2.77,6.92,-9.18,-3.03,10.58,-12.51,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.021,45.82,67.02,-55.99,-2.62,10.29,-11.78,-3.03,11.79,-11.62,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.041,1.57,65.02,-54.67,-2.62,10.29,-11.78,-3.11,11.46,-12.56,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.061,-45.49,61.27,-51.17,-2.7,11.36,-11.76,-2.98,11.61,-12.71,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.081,-45.49,61.27,-51.17,-2.66,10.9,-12.54,-2.41,12.89,-12.92,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.101,-77.74,56.14,-48.92,-2.66,10.9,-12.54,-2.65,13.42,-13.23,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.121,-128.93,54.21,-36.36,-2.74,12.21,-13.14,-2.63,14.83,-13.06,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.141,-128.93,54.21,-36.36,-2.61,13.32,-13.42,-2.61,13.82,-13.24,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.161,-200.24,53.02,-21.49,-2.61,13.32,-13.42,-2.78,13.15,-13.41,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.181,-262.55,53.21,-8.42,-2.37,12.89,-12.92,-2.12,11.92,-12.33,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
13.201,-262.55,53.21,-8.42,-2.27,11.38,-12.01,-2.38,10.95,-10.8,0,0,-0.0401,-0.0987,-5.87,98466,77.9732875318815,85.3939954120135,47.9
